transaction_id,machine_id,location_city,location_type,refill_date,refill_time,product_id,product_name,product_category,unit_price,quantity_refilled,quantity_sold,current_stock,revenue_generated,refill_person_id,refill_person_name,machine_status,temperature_C,payment_method,avg_customer_rating,downtime_minutes,power_consumption_kwh,network_latency_ms,maintenance_flag
VMX-10135,VM-251,Delhi,Hospital,22-06-2025,08:48:00,P-103,Oreo Pack,Snacks,63.18,82,67,15,4233.06,RP-015,Amit,Maintenance,21.9,Cash,2.4,69,2.95,327,0
VMX-10136,VM-119,Hyderabad,Mall,04-01-2025,13:08:00,P-108,Sprite Bottle,Drinks,14.74,39,38,1,560.12,RP-001,Suresh,Maintenance,16.8,Cash,3.9,85,4.74,297,1
VMX-10137,VM-141,Pune,Office,07-01-2025,00:33:00,P-100,Lays Classic,Snacks,10.93,161,148,13,1617.64,RP-001,Fatima,Maintenance,20.1,Cash,2.3,12,3.1,173,0
VMX-10138,VM-208,Mumbai,Metro Station,23-07-2025,02:23:00,P-109,Doritos,Snacks,83.7,110,102,8,8537.4,RP-008,Suresh,Low Power,20.3,Cash,4,109,3.6,66,0
VMX-10139,VM-088,Hyderabad,Hospital,29-01-2025,20:00:00,P-106,Snickers Bar,Snacks,63.1,161,146,15,9212.6,RP-014,Deepa,Maintenance,24.7,Cash,4.7,117,1.17,158,1
VMX-10140,VM-017,Bangalore,Office,06-10-2025,18:42:00,P-104,Red Bull,Drinks,16.52,39,31,8,512.12,RP-001,Suresh,Maintenance,12.2,Card,4.5,118,1.31,133,0
VMX-10141,VM-072,Kolkata,College,19-06-2025,12:48:00,P-109,Doritos,Snacks,126.85,119,102,17,12938.7,RP-017,Deepa,Working,11.5,Cash,4.5,43,3.42,364,1
VMX-10142,VM-284,Mumbai,Hospital,09-09-2025,07:22:00,P-105,Dettol Wipe,Hygiene,14.15,89,75,14,1061.25,RP-006,Rahul,Maintenance,15.7,Card,2.9,31,3.85,92,1
VMX-10143,VM-055,Hyderabad,College,19-07-2025,10:23:00,P-102,Bisleri Water,Drinks,63.2,182,178,4,11249.6,RP-010,Rajesh,Low Power,21.4,Cash,2.4,23,2.72,335,1
VMX-10144,VM-167,Kolkata,Hospital,17-02-2025,19:38:00,P-101,Pepsi Can,Drinks,13.68,110,93,17,1272.24,RP-001,Anita,Low Power,15.8,Cash,4.2,71,4.62,174,0
VMX-10145,VM-033,Bangalore,Hospital,18-05-2025,15:09:00,P-106,Snickers Bar,Snacks,33.73,88,79,9,2664.67,RP-009,Kiran,Low Power,17.3,Cash,3.1,120,1.99,370,1
VMX-10146,VM-203,Chennai,Metro Station,11-03-2025,09:00:00,P-109,Doritos,Snacks,96.33,137,134,3,12908.22,RP-013,Deepa,Low Power,,Card,4.9,17,2.2,358,0
VMX-10147,VM-252,Pune,Mall,30-05-2025,23:44:00,P-107,Colgate Mini,Hygiene,53.99,121,111,10,5992.89,RP-011,Kiran,Low Power,22.2,UPI,3.1,119,3.26,353,0
VMX-10148,VM-036,Kolkata,Hospital,13-08-2025,09:53:00,P-108,Sprite Bottle,Drinks,13.77,138,132,6,1817.64,RP-016,Amit,Maintenance,14.5,UPI,4,91,2.69,243,0
VMX-10149,VM-215,Pune,College,25-07-2025,17:32:00,P-107,Colgate Mini,Hygiene,148.7,142,124,18,18438.8,RP-012,Fatima,Maintenance,19.6,Cash,2.3,31,3.63,231,0
VMX-10150,VM-221,Hyderabad,College,24-07-2025,10:50:00,P-109,Doritos,Snacks,16.2,185,165,20,2673,RP-004,Anita,Working,17.7,Card,3.7,88,3.3,278,1
VMX-10151,VM-013,Mumbai,College,14-09-2025,04:22:00,P-106,Snickers Bar,Snacks,74.83,193,175,18,13095.25,RP-010,Kiran,Working,11.7,Card,2.4,39,2.37,451,0
VMX-10152,VM-232,Chennai,College,13-08-2025,23:44:00,P-108,Sprite Bottle,Drinks,77.61,141,138,3,10710.18,RP-010,Mahesh,Maintenance,11.7,UPI,3.9,86,4.2,429,0
VMX-10153,VM-208,Delhi,Mall,07-08-2025,14:14:00,P-108,Sprite Bottle,Drinks,34.42,60,50,10,1721,RP-006,Kiran,Low Power,10.4,Card,4.6,57,3.37,249,0
VMX-10154,VM-188,Chennai,Mall,22-02-2025,17:11:00,P-103,Oreo Pack,Snacks,38.81,200,198,2,7684.38,RP-015,Ravi,Low Power,20.1,UPI,3.6,81,2.25,248,1
VMX-10155,VM-153,Pune,Metro Station,30-03-2025,21:45:00,P-109,Doritos,Snacks,25.99,110,96,14,2495.04,RP-003,Amit,Low Power,11.8,UPI,2.4,47,3.77,311,1
VMX-10156,VM-276,Delhi,Mall,05-08-2025,05:31:00,P-106,Snickers Bar,Snacks,93.5,167,155,12,14492.5,RP-018,Amit,Low Power,14.3,Cash,2.9,57,3.48,493,1
VMX-10157,VM-210,Delhi,Hospital,16-09-2025,20:31:00,P-100,Lays Classic,Snacks,77.85,69,57,12,4437.45,RP-014,Rajesh,Low Power,12.5,Card,2.1,97,1.88,66,1
VMX-10158,VM-058,Pune,College,11-09-2025,17:32:00,P-103,Oreo Pack,Snacks,85.27,63,49,14,4178.23,RP-009,Fatima,Low Power,18.1,Cash,4.3,56,3.19,267,0
VMX-10159,VM-045,Mumbai,College,15-05-2025,11:55:00,P-103,Oreo Pack,Snacks,51.68,28,14,14,723.52,RP-008,Suresh,Maintenance,18.8,UPI,4.6,78,3.53,134,0
VMX-10160,VM-276,Bangalore,Office,29-06-2025,17:17:00,P-103,Oreo Pack,Snacks,123.89,35,17,18,2106.13,RP-010,Anita,Maintenance,14,Card,5,86,4.26,119,1
VMX-10161,VM-165,Kolkata,Mall,09-03-2025,07:09:00,P-100,Lays Classic,Snacks,148.95,187,183,4,27257.85,RP-013,Rajesh,Working,18.7,UPI,3.9,48,2.81,374,0
VMX-10162,VM-298,Hyderabad,College,21-08-2025,15:20:00,P-106,Snickers Bar,Snacks,82.19,91,80,11,6575.2,RP-015,Deepa,Working,21.9,UPI,2.7,54,4.3,303,1
VMX-10163,VM-249,Kolkata,Office,08-03-2025,18:54:00,P-105,Dettol Wipe,Hygiene,125.97,106,89,17,11211.33,RP-002,Mahesh,Working,19.4,UPI,2,118,4.43,275,1
VMX-10164,VM-082,Kolkata,Office,09-03-2025,20:19:00,P-100,Lays Classic,Snacks,148.86,129,123,6,18309.78,RP-003,Deepa,Low Power,11.2,Card,4.7,21,1.21,370,1
VMX-10165,VM-040,Bangalore,Metro Station,01-01-2025,06:30:00,P-103,Oreo Pack,Snacks,70.09,43,40,3,2803.6,RP-008,Fatima,Maintenance,16.7,Cash,4.1,104,1.48,490,1
VMX-10166,VM-053,Hyderabad,Office,15-02-2025,23:51:00,P-102,Bisleri Water,Drinks,76.88,78,66,12,5074.08,RP-012,Anita,Working,15.7,Cash,3.9,86,1.57,321,0
VMX-10167,VM-078,Mumbai,Metro Station,20-04-2025,20:47:00,P-109,Doritos,Snacks,101,132,121,11,12221,RP-015,Suresh,Working,23.4,Cash,4.3,75,3.92,229,1
VMX-10168,VM-146,Kolkata,College,13-02-2025,07:35:00,P-105,Dettol Wipe,Hygiene,120.75,83,75,8,9056.25,RP-010,Suresh,Maintenance,19.1,Cash,4.2,37,3.58,451,0
VMX-10169,VM-007,Chennai,Office,06-02-2025,16:56:00,P-107,Colgate Mini,Hygiene,64.02,81,66,15,4225.32,RP-005,Kiran,Maintenance,16.3,Card,4,97,2.88,444,0
VMX-10170,VM-031,Kolkata,Hospital,21-04-2025,01:59:00,P-100,Lays Classic,Snacks,92.23,23,15,8,1383.45,RP-017,Anita,Maintenance,20.7,UPI,3.3,51,1.33,324,0
VMX-10171,VM-168,Mumbai,Metro Station,15-04-2025,04:34:00,P-104,Red Bull,Drinks,21.7,40,24,16,520.8,RP-003,Anita,Maintenance,16.6,Cash,2.2,11,4.7,109,1
VMX-10172,VM-071,Delhi,College,03-03-2025,00:45:00,P-109,Doritos,Snacks,95.24,99,94,5,8952.56,RP-006,Rajesh,Low Power,17.8,Card,2.8,47,1.51,449,1
VMX-10173,VM-033,Chennai,Metro Station,08-08-2025,08:33:00,P-101,Pepsi Can,Drinks,118,27,17,10,2006,RP-003,Rajesh,Low Power,17.7,Cash,3.5,72,1.67,130,1
VMX-10174,VM-002,Hyderabad,College,27-04-2025,23:32:00,P-101,Pepsi Can,Drinks,135.2,192,189,3,25552.8,RP-008,Mahesh,Low Power,15.5,Cash,2.5,109,1.14,461,1
VMX-10175,VM-191,Hyderabad,Metro Station,19-05-2025,02:36:00,P-103,Oreo Pack,Snacks,55.05,126,116,10,6385.8,RP-002,Amit,Working,22.1,Cash,4.9,8,4.51,493,1
VMX-10176,VM-150,Pune,Office,05-01-2025,11:12:00,P-104,Red Bull,Drinks,55.82,161,147,14,8205.54,RP-020,Suresh,Low Power,15.5,UPI,5,99,1.78,329,0
VMX-10177,VM-005,Chennai,College,30-04-2025,17:22:00,P-102,Bisleri Water,Drinks,10.89,124,124,0,1350.36,RP-013,Anita,Working,13.1,Cash,3.3,7,4.89,122,1
VMX-10178,VM-191,Mumbai,College,31-07-2025,22:57:00,P-101,Pepsi Can,Drinks,16.15,79,63,16,1017.45,RP-019,Ravi,Maintenance,12,UPI,2.2,72,1.25,389,0
VMX-10179,VM-140,Bangalore,College,17-06-2025,10:28:00,P-103,Oreo Pack,Snacks,50.83,100,88,12,4473.04,RP-007,Amit,Maintenance,11.6,Cash,2.5,59,2.26,111,1
VMX-10180,VM-156,Kolkata,Metro Station,03-03-2025,02:10:00,P-103,Oreo Pack,Snacks,73.27,138,130,8,9525.1,RP-002,Suresh,Low Power,12.2,Card,2.7,45,2.58,75,1
VMX-10181,VM-282,Bangalore,College,27-07-2025,14:35:00,P-104,Red Bull,Drinks,124.81,64,64,0,7987.84,RP-015,Ravi,Working,11.8,Cash,4.5,28,1.52,471,1
VMX-10182,VM-034,Bangalore,Hospital,13-05-2025,02:01:00,P-105,Dettol Wipe,Hygiene,106.08,185,183,2,19412.64,RP-005,Ravi,Low Power,11.8,UPI,2.2,118,3.3,470,1
VMX-10183,VM-096,Chennai,Office,30-03-2025,11:13:00,P-107,Colgate Mini,Hygiene,14.13,194,181,13,2557.53,RP-015,Amit,Working,19.2,Card,2.7,37,3,331,1
VMX-10184,VM-270,Bangalore,Metro Station,03-08-2025,06:41:00,P-100,Lays Classic,Snacks,22.28,118,114,4,2539.92,RP-001,Kiran,Maintenance,15.4,Card,4.3,44,4.65,307,1
VMX-10185,VM-144,Hyderabad,Hospital,23-04-2025,00:57:00,P-106,Snickers Bar,Snacks,47.86,26,16,10,765.76,RP-017,Deepa,Maintenance,25,Cash,2.3,84,1.96,323,0
VMX-10186,VM-163,Kolkata,Office,30-03-2025,05:15:00,P-103,Oreo Pack,Snacks,90.6,119,108,11,9784.8,RP-019,Mahesh,Maintenance,20.5,Card,3.7,72,4.79,478,1
VMX-10187,VM-113,Hyderabad,Metro Station,16-02-2025,01:14:00,P-108,Sprite Bottle,Drinks,53.27,145,144,1,7670.88,RP-016,Mahesh,Low Power,23.8,Cash,4.4,43,3.87,460,1
VMX-10188,VM-187,Hyderabad,Office,26-02-2025,16:55:00,P-100,Lays Classic,Snacks,13.07,170,166,4,2169.62,RP-013,Rahul,Working,15,UPI,2.4,20,3.93,273,1
VMX-10189,VM-090,Mumbai,Office,02-07-2025,07:42:00,P-105,Dettol Wipe,Hygiene,34.39,163,144,19,4952.16,RP-010,Amit,Working,20.9,Card,4.8,50,4.4,444,0
VMX-10190,VM-170,Delhi,College,23-02-2025,15:09:00,P-102,Bisleri Water,Drinks,94.33,176,169,7,15941.77,RP-008,Deepa,Low Power,12.5,Cash,4.5,85,3.56,221,1
VMX-10191,VM-056,Delhi,College,29-06-2025,08:50:00,P-100,Lays Classic,Snacks,47.13,83,81,2,3817.53,RP-002,Kiran,Low Power,21,Cash,4.7,63,4.53,229,1
VMX-10192,VM-038,Kolkata,College,26-04-2025,05:28:00,P-101,Pepsi Can,Drinks,126.03,167,147,20,18526.41,RP-010,Mahesh,Low Power,13.9,Cash,2.2,21,4.55,132,0
VMX-10193,VM-221,Delhi,Mall,05-09-2025,22:01:00,P-108,Sprite Bottle,Drinks,141.86,43,33,10,4681.38,RP-020,Kiran,Working,10.8,UPI,2.6,24,2.64,333,1
VMX-10194,VM-252,Bangalore,College,21-07-2025,18:35:00,P-104,Red Bull,Drinks,51.64,44,43,1,2220.52,RP-012,Mahesh,Low Power,11.3,Card,,61,1.8,63,0
VMX-10195,VM-204,Mumbai,Hospital,01-03-2025,09:50:00,P-102,Bisleri Water,Drinks,99.35,40,25,15,2483.75,RP-009,Ravi,Maintenance,18.2,Cash,3.1,48,2.48,278,0
VMX-10196,VM-078,Kolkata,College,18-05-2025,18:03:00,P-104,Red Bull,Drinks,71.56,87,80,7,5724.8,RP-003,Deepa,Maintenance,16.2,Card,2.7,7,4.36,469,1
VMX-10197,VM-041,Mumbai,College,01-05-2025,15:19:00,P-108,Sprite Bottle,Drinks,106.19,141,123,18,13061.37,RP-017,Rahul,Maintenance,22,Card,4.9,18,1.48,437,1
VMX-10198,VM-217,Hyderabad,Hospital,09-04-2025,04:02:00,P-102,Bisleri Water,Drinks,142.87,62,56,6,8000.72,RP-007,Amit,Maintenance,13.9,Card,4.7,8,1.35,334,1
VMX-10199,VM-268,Kolkata,Hospital,23-08-2025,00:50:00,P-108,Sprite Bottle,Drinks,55.66,90,74,16,4118.84,RP-004,Kiran,Working,12.2,Card,3.7,120,1.4,104,0
VMX-10200,VM-249,Pune,Metro Station,16-05-2025,12:41:00,P-104,Red Bull,Drinks,131.45,108,95,13,12487.75,RP-016,Mahesh,Working,14.1,Cash,3.9,87,3.77,69,1
VMX-10201,VM-173,Kolkata,Office,18-05-2025,11:01:00,P-105,Dettol Wipe,Hygiene,106.67,32,17,15,1813.39,RP-010,Anita,Low Power,22.9,Card,2.3,111,1.91,203,1
VMX-10202,VM-109,Kolkata,Hospital,15-02-2025,06:28:00,P-105,Dettol Wipe,Hygiene,47.72,126,107,19,5106.04,RP-016,Fatima,Low Power,22.3,Card,4.4,8,2.24,309,1
VMX-10203,VM-103,Kolkata,College,15-01-2025,05:12:00,P-102,Bisleri Water,Drinks,119.27,154,136,18,16220.72,RP-008,Mahesh,Low Power,10.8,UPI,4.1,35,2.47,287,1
VMX-10204,VM-091,Kolkata,Hospital,08-09-2025,19:28:00,P-101,Pepsi Can,Drinks,105.36,81,70,11,7375.2,RP-019,Fatima,Low Power,15.2,UPI,4.2,88,1.36,64,1
VMX-10205,VM-106,Chennai,Hospital,24-04-2025,20:14:00,P-100,Lays Classic,Snacks,32.81,166,160,6,5249.6,RP-017,Mahesh,Maintenance,10.1,Cash,3.9,76,4.2,164,1
VMX-10206,VM-193,Kolkata,Office,21-05-2025,13:57:00,P-109,Doritos,Snacks,122.71,98,78,20,9571.38,RP-015,Anita,Working,17,Card,3.6,79,2.59,102,0
VMX-10207,VM-056,Mumbai,College,25-05-2025,09:43:00,P-108,Sprite Bottle,Drinks,149.92,115,98,17,14692.16,RP-011,Anita,Maintenance,14.9,UPI,2.8,91,4.81,383,1
VMX-10208,VM-072,Delhi,College,26-07-2025,21:20:00,P-103,Oreo Pack,Snacks,30.99,81,80,1,2479.2,RP-016,Anita,,23.6,UPI,3.2,4,3.33,342,0
VMX-10209,VM-260,Chennai,Mall,01-09-2025,21:22:00,P-105,Dettol Wipe,Hygiene,111.72,76,59,17,6591.48,RP-018,Amit,Low Power,11.5,Cash,4.2,92,4.23,440,0
VMX-10210,VM-158,Mumbai,Office,25-04-2025,23:55:00,P-105,Dettol Wipe,Hygiene,101.62,76,65,11,6605.3,RP-012,Anita,Maintenance,14.4,Cash,3.4,110,3.54,347,0
VMX-10211,VM-212,Hyderabad,Mall,15-07-2025,16:19:00,P-107,Colgate Mini,Hygiene,134.52,148,145,3,19505.4,RP-005,Suresh,Low Power,16.1,Card,4.7,58,1.57,491,0
VMX-10212,VM-003,Mumbai,Office,10-06-2025,20:03:00,P-101,Pepsi Can,Drinks,78.26,181,176,5,13773.76,RP-007,Amit,Maintenance,21.5,UPI,4.4,99,1.35,364,1
VMX-10213,VM-103,Delhi,Office,03-01-2025,01:34:00,P-106,Snickers Bar,Snacks,66.48,142,130,12,8642.4,RP-001,Deepa,Maintenance,12.9,Card,2,93,2,405,1
VMX-10214,VM-024,Chennai,Office,06-06-2025,05:04:00,P-104,Red Bull,Drinks,28.05,118,102,16,2861.1,RP-015,Fatima,Maintenance,17.9,UPI,4.7,17,2.37,300,1
VMX-10215,VM-068,Bangalore,College,27-04-2025,07:46:00,P-103,Oreo Pack,Snacks,33.08,123,123,0,4068.84,RP-019,Fatima,Working,11.8,Card,4,4,2.5,377,1
VMX-10216,VM-011,Hyderabad,College,25-02-2025,20:53:00,P-108,Sprite Bottle,Drinks,97.24,,171,1,16628.04,RP-014,Rajesh,Low Power,11.9,UPI,3.4,19,1.82,401,0
VMX-10217,VM-071,Mumbai,College,19-05-2025,19:38:00,P-104,Red Bull,Drinks,68.92,45,29,16,1998.68,RP-017,Rahul,Working,14.2,Cash,3.5,77,1.8,184,0
VMX-10218,VM-107,Delhi,Hospital,21-01-2025,17:31:00,P-105,Dettol Wipe,Hygiene,108.48,95,90,5,9763.2,RP-011,Suresh,Working,10.2,Cash,4.7,106,3.3,302,0
VMX-10219,VM-234,Chennai,Office,12-05-2025,20:14:00,P-101,Pepsi Can,Drinks,119.13,39,36,3,4288.68,RP-015,Mahesh,Working,22.2,Cash,4.6,46,4.21,210,1
VMX-10220,VM-088,Chennai,Office,12-03-2025,21:41:00,P-101,Pepsi Can,Drinks,23.3,31,31,0,722.3,RP-015,Rahul,Low Power,23.2,Cash,3.1,43,1.73,255,1
VMX-10221,VM-086,Hyderabad,Mall,04-08-2025,20:56:00,P-107,Colgate Mini,Hygiene,48.06,118,103,15,4950.18,RP-002,Amit,Working,16.2,Card,3.4,72,3.71,142,1
VMX-10222,VM-211,Mumbai,College,05-09-2025,15:07:00,P-105,Dettol Wipe,Hygiene,95.59,195,191,4,18257.69,RP-003,Anita,Maintenance,14.7,Card,4.6,67,4.07,345,0
VMX-10223,VM-128,Mumbai,Office,18-02-2025,13:42:00,P-105,Dettol Wipe,Hygiene,82.67,196,177,19,14632.59,RP-013,Amit,Maintenance,23.4,Card,2.2,82,4.74,308,1
VMX-10224,VM-143,Hyderabad,Metro Station,14-06-2025,07:21:00,P-107,Colgate Mini,Hygiene,131.72,39,24,15,3161.28,RP-008,Fatima,Maintenance,15.7,Cash,2.2,56,4.21,279,0
VMX-10225,VM-212,Hyderabad,Metro Station,10-01-2025,03:25:00,P-107,Colgate Mini,Hygiene,72.59,50,35,15,2540.65,RP-018,Mahesh,Working,21.9,Card,3.9,113,3.03,155,1
VMX-10226,VM-243,Delhi,Office,21-08-2025,10:35:00,P-105,Dettol Wipe,Hygiene,60.87,33,26,7,1582.62,RP-015,Ravi,Working,21.4,Cash,2,45,4.32,459,1
VMX-10227,VM-072,Kolkata,Hospital,24-01-2025,05:31:00,P-108,Sprite Bottle,Drinks,83.08,199,196,3,16283.68,RP-004,Anita,Maintenance,12.9,Cash,4.8,50,1.86,472,0
VMX-10228,VM-259,Bangalore,Hospital,05-03-2025,14:29:00,P-105,Dettol Wipe,Hygiene,25.09,126,125,1,3136.25,RP-001,Fatima,Maintenance,10.7,UPI,4.5,61,4.7,449,0
VMX-10229,VM-165,Pune,Hospital,18-07-2025,21:38:00,P-109,Doritos,Snacks,34.31,52,49,3,1681.19,RP-014,Rahul,Maintenance,21.4,UPI,3.2,43,4.88,281,0
VMX-10230,VM-161,Delhi,Metro Station,03-06-2025,22:35:00,P-102,Bisleri Water,Drinks,67.78,199,183,16,12403.74,RP-007,Suresh,Working,19.4,UPI,4.1,117,3.69,413,0
VMX-10231,VM-246,Pune,Metro Station,01-03-2025,11:35:00,P-108,Sprite Bottle,Drinks,85.95,183,173,10,14869.35,RP-014,Fatima,Low Power,23.2,UPI,4.4,66,1.43,245,0
VMX-10232,VM-129,Bangalore,College,24-03-2025,09:43:00,P-100,Lays Classic,Snacks,103.84,71,63,8,6541.92,RP-010,Suresh,Maintenance,10.5,UPI,2.3,111,3.7,337,0
VMX-10233,VM-214,Kolkata,Office,25-01-2025,12:24:00,P-108,Sprite Bottle,Drinks,64.44,150,141,9,9086.04,RP-018,Mahesh,Working,21.2,Cash,3.9,99,4.44,276,0
VMX-10234,VM-151,Mumbai,Mall,11-04-2025,23:12:00,P-105,Dettol Wipe,Hygiene,115.72,159,140,19,16200.8,RP-003,Amit,Working,21,Cash,3.1,54,2.12,185,0
VMX-10235,VM-080,Hyderabad,Mall,19-06-2025,14:45:00,P-102,Bisleri Water,Drinks,91.76,85,85,0,7799.6,RP-011,Rahul,Working,21.6,Card,3.8,84,2.2,454,1
VMX-10236,VM-035,Kolkata,Metro Station,23-04-2025,05:33:00,P-101,Pepsi Can,Drinks,119.76,101,85,16,10179.6,RP-006,Kiran,Maintenance,18.1,Cash,3,113,1.85,219,1
VMX-10237,VM-005,Hyderabad,Office,01-09-2025,17:52:00,P-105,Dettol Wipe,Hygiene,51.1,178,162,16,8278.2,RP-015,Suresh,Maintenance,19.2,Card,2.7,5,3.73,214,1
VMX-10238,VM-192,Pune,Metro Station,13-01-2025,16:52:00,P-101,Pepsi Can,Drinks,64.02,158,149,9,9538.98,RP-015,Rajesh,Working,14.4,Card,2.6,65,1.33,99,0
VMX-10239,VM-110,Kolkata,Hospital,18-04-2025,21:40:00,P-108,Sprite Bottle,Drinks,84.65,180,178,2,15067.7,RP-004,Suresh,Maintenance,22.4,Card,4.3,82,4.27,86,0
VMX-10240,VM-092,Kolkata,Office,14-02-2025,02:03:00,P-100,Lays Classic,Snacks,74.29,104,103,1,7651.87,RP-018,Ravi,Maintenance,22.3,UPI,3.2,57,3.52,271,1
VMX-10241,VM-033,Kolkata,Metro Station,04-01-2025,20:46:00,P-100,Lays Classic,Snacks,64.53,50,33,17,2129.49,RP-002,Ravi,Low Power,23.9,Cash,2.9,87,2.21,94,1
VMX-10242,VM-113,Bangalore,Hospital,31-08-2025,05:34:00,P-107,Colgate Mini,Hygiene,63.4,189,189,0,11982.6,RP-018,Anita,Maintenance,12.2,Card,4.7,101,4.47,381,1
VMX-10243,VM-294,Pune,Hospital,05-03-2025,01:00:00,P-100,Lays Classic,Snacks,87.49,162,158,4,13823.42,RP-018,Fatima,Working,14.6,Card,4.2,92,2.38,261,0
VMX-10244,VM-291,Kolkata,College,10-04-2025,03:11:00,P-102,Bisleri Water,Drinks,35.76,177,169,8,6043.44,RP-018,Rajesh,Maintenance,18.2,UPI,4,32,1.39,421,1
VMX-10245,VM-036,Bangalore,Office,01-05-2025,03:18:00,P-105,Dettol Wipe,Hygiene,60,191,171,20,10260,RP-016,Rajesh,Low Power,19.2,UPI,4.1,19,3.26,236,1
VMX-10246,VM-224,Chennai,Office,24-04-2025,22:47:00,P-106,Snickers Bar,Snacks,33.61,100,93,7,3125.73,RP-005,Deepa,Low Power,16.9,UPI,4.3,62,3.21,139,0
VMX-10247,VM-040,Delhi,College,11-04-2025,08:46:00,P-104,Red Bull,Drinks,130.22,55,38,17,4948.36,RP-001,Fatima,Maintenance,10.5,Card,3.7,98,3.36,68,1
VMX-10248,VM-115,Kolkata,Metro Station,18-03-2025,11:25:00,P-108,Sprite Bottle,Drinks,135.16,158,143,15,19327.88,RP-010,Amit,Low Power,17.5,Cash,3.2,64,1.04,172,0
VMX-10249,VM-248,Chennai,College,16-03-2025,23:46:00,P-108,Sprite Bottle,Drinks,29.65,60,55,5,1630.75,RP-008,Rajesh,Working,10.9,UPI,2.7,85,1.83,455,1
VMX-10250,VM-053,Delhi,Metro Station,21-01-2025,20:20:00,P-106,Snickers Bar,Snacks,75.75,136,135,1,10226.25,RP-009,Anita,Maintenance,18.2,Cash,3.1,48,2.46,384,0
VMX-10251,VM-177,Mumbai,Hospital,27-07-2025,11:52:00,P-108,Sprite Bottle,Drinks,45.22,77,61,16,2758.42,RP-020,Mahesh,Maintenance,23.2,UPI,2.5,9,3.06,193,0
VMX-10252,VM-213,Kolkata,Office,02-03-2025,21:14:00,P-102,Bisleri Water,Drinks,36.17,112,93,19,3363.81,RP-004,Rajesh,Maintenance,17.2,Cash,3.8,82,4.33,61,0
VMX-10253,VM-021,Pune,Mall,10-03-2025,20:32:00,P-100,Lays Classic,Snacks,27.9,171,166,5,4631.4,RP-002,Amit,Low Power,23.8,Card,4.9,76,4.88,376,0
VMX-10254,VM-113,Kolkata,Hospital,30-08-2025,15:10:00,P-104,Red Bull,Drinks,142.62,75,61,14,8699.82,RP-020,Amit,Maintenance,22.3,Cash,3.9,65,2.06,420,1
VMX-10255,VM-056,Hyderabad,Mall,13-07-2025,12:08:00,P-107,Colgate Mini,Hygiene,93.51,37,30,7,2805.3,RP-017,Fatima,Maintenance,16.3,Cash,3.8,22,2.9,364,0
VMX-10256,VM-277,Kolkata,College,04-09-2025,21:08:00,P-108,Sprite Bottle,Drinks,80.47,50,48,2,3862.56,RP-014,Fatima,Low Power,15.6,Cash,4.1,54,1.92,460,1
VMX-10257,VM-131,Mumbai,Mall,20-02-2025,13:08:00,P-106,Snickers Bar,Snacks,59.07,198,180,18,10632.6,RP-003,Anita,Maintenance,23.2,UPI,2.8,0,3.84,454,0
VMX-10258,VM-162,Mumbai,Office,12-07-2025,20:13:00,P-109,Doritos,Snacks,83.16,153,153,0,12723.48,RP-004,Amit,Low Power,19.8,UPI,2.8,68,2.69,237,1
VMX-10259,VM-287,Pune,Hospital,05-09-2025,05:23:00,P-106,Snickers Bar,Snacks,115.7,125,108,17,12495.6,RP-009,Anita,Maintenance,15.2,Card,3.2,17,4.42,387,0
VMX-10260,VM-206,Kolkata,Office,21-02-2025,06:32:00,P-103,Oreo Pack,Snacks,72.52,199,194,5,14068.88,RP-018,Rahul,Maintenance,20.3,Cash,2.5,81,1.02,96,0
VMX-10261,VM-190,Hyderabad,Metro Station,02-02-2025,08:14:00,P-107,Colgate Mini,Hygiene,139.62,131,129,2,18010.98,RP-002,Kiran,Low Power,19.2,Card,2.9,76,1.23,446,0
VMX-10262,VM-262,Pune,Mall,27-05-2025,06:02:00,P-107,Colgate Mini,Hygiene,71.46,71,55,16,3930.3,RP-020,Amit,Maintenance,10.5,Cash,4,20,1.35,191,1
VMX-10263,VM-036,Hyderabad,Metro Station,13-04-2025,16:00:00,P-105,Dettol Wipe,Hygiene,103.75,123,105,18,10893.75,RP-010,Fatima,Maintenance,15.2,UPI,2.7,24,2.82,256,0
VMX-10264,VM-175,Hyderabad,Metro Station,07-02-2025,16:18:00,P-104,Red Bull,Drinks,34.5,149,146,3,5037,RP-009,Fatima,Maintenance,13.8,UPI,4.9,72,2.93,174,1
VMX-10265,VM-035,Mumbai,Mall,04-09-2025,03:16:00,P-107,Colgate Mini,Hygiene,105.42,170,170,0,17921.4,RP-008,Deepa,Low Power,24.3,Card,3.6,89,4.33,177,1
VMX-10266,VM-182,Bangalore,Metro Station,02-04-2025,15:20:00,P-101,Pepsi Can,Drinks,65.85,107,105,2,6914.25,RP-009,Amit,Maintenance,20.2,Cash,3.5,25,1.94,173,1
VMX-10267,VM-055,Hyderabad,College,02-07-2025,04:49:00,P-103,Oreo Pack,Snacks,42.09,83,64,19,2693.76,RP-016,Rahul,Working,21.5,Card,4.9,108,2.93,367,1
VMX-10268,VM-262,Chennai,Hospital,09-09-2025,05:48:00,P-107,Colgate Mini,Hygiene,135.74,167,159,8,21582.66,RP-008,Rahul,Working,10.8,UPI,3.4,69,1.13,227,1
VMX-10269,VM-005,Hyderabad,Mall,24-08-2025,10:44:00,P-102,Bisleri Water,Drinks,74.01,50,34,16,2516.34,RP-013,Rahul,Working,14.9,Card,4.6,23,3.19,171,1
